step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud
610,CASH_IN,25252.35,C530384630,12601,37853.35,C832716202,3608437.36,3583185.02,0
405,PAYMENT,9413.21,C1353705151,49561,40147.79,M1196051760,0,0,0
327,CASH_OUT,360412.11,C776399873,0,0,C537643227,3223254.97,3583667.09,0
203,CASH_IN,484221.62,C516941940,485041.28,969262.91,C1682439059,956247.93,472026.31,0
18,TRANSFER,74153.08,C765927247,0,0,C12387149,2440869.42,2530217.87,0
15,PAYMENT,16810.39,C1907626046,0,0,M1606916911,0,0,0
263,CASH_OUT,149031.4,C1826320559,0,0,C579275486,697464.23,846495.63,0
405,PAYMENT,7995.6,C1648429270,79437,71441.4,M777770773,0,0,0
237,PAYMENT,14512.77,C682469446,0,0,M1890749732,0,0,0
210,CASH_OUT,154502.82,C156223260,0,0,C1869338819,1005187.49,1159690.32,0
238,CASH_IN,44496.13,C2085033767,6563979.86,6608475.99,C441857459,232038.4,187542.26,0
349,CASH_IN,203417.55,C328555165,10278,213695.55,C1949012235,525516.28,322098.73,0
372,PAYMENT,9455.21,C1975946818,0,0,M1077502006,0,0,0
327,CASH_IN,195664.65,C1452424472,124850,320514.65,C1068995192,0,0,0
228,CASH_OUT,187202.15,C45591688,377465.92,190263.77,C1552585298,990732.2,1177934.35,0
277,PAYMENT,3410.12,C1335996514,0,0,M1106108938,0,0,0
156,TRANSFER,86000.22,C2124617531,178410,92409.78,C1129003180,16338.44,102338.66,0
309,CASH_OUT,109534.5,C1430814152,753,0,C1143688311,4927049.22,5036583.71,0
154,CASH_OUT,65618.18,C908567949,0,0,C2053168737,302207,367825.18,0
352,PAYMENT,18735.75,C1967019395,158503.89,139768.14,M1087672044,0,0,0
212,PAYMENT,6788.69,C1418121619,102957,96168.31,M1703788811,0,0,0
129,PAYMENT,535.33,C399590578,0,0,M330300990,0,0,0
133,PAYMENT,8172.02,C1664226140,0,0,M294335165,0,0,0
259,CASH_IN,136649.33,C724789543,9262,145911.33,C1309793651,49519.11,0,0
187,PAYMENT,10816.31,C1204899051,0,0,M830307769,0,0,0
279,CASH_OUT,256236.9,C21595857,0,0,C2139217402,925024.32,1181261.23,0
357,PAYMENT,24186.29,C1961851861,156936.02,132749.73,M1876303842,0,0,0
383,PAYMENT,53965.38,C936753740,0,0,M1922145441,0,0,0
232,CASH_IN,238623.43,C230136239,172,238795.43,C629685043,0,0,0
349,PAYMENT,7661.38,C56862712,21297,13635.62,M1531188162,0,0,0
139,CASH_OUT,89709.56,C55861745,5540,0,C1396879918,0,89709.56,0
18,CASH_IN,288428.57,C1389913291,218042,506470.57,C73613036,635719.35,347290.78,0
396,CASH_IN,474127.67,C1346617485,13857545.72,14331673.39,C931000402,1349123.98,874996.31,0
349,PAYMENT,28533.89,C1561143572,396,0,M1057035943,0,0,0
238,TRANSFER,64041,C970741171,20199,0,C1672443228,34659.42,98700.42,0
155,PAYMENT,9888.46,C1333513684,52964,43075.54,M1216044093,0,0,0
298,PAYMENT,11244.75,C287082707,0,0,M359170632,0,0,0
137,PAYMENT,5551.48,C975333771,0,0,M434718692,0,0,0
11,CASH_OUT,285026.61,C1564147077,0,0,C1247394840,1243442.34,2926842.04,0
39,TRANSFER,799490.48,C1559371719,41555,0,C652650787,0,799490.48,0
305,PAYMENT,708.41,C922293715,94026,93317.59,M1317774353,0,0,0
378,CASH_OUT,4362.07,C158503565,118690.45,114328.38,C2040382247,140031.62,144393.69,0
253,CASH_OUT,163057.82,C531446843,0,0,C1058062947,237085.58,400143.4,0
356,CASH_OUT,117077.92,C243256354,10223,0,C1842624091,92133.11,209211.02,0
212,CASH_IN,159956.61,C857204947,325657.82,485614.44,C1248131766,1346029.92,1186073.3,0
183,CASH_OUT,410539.9,C768108334,418236,7696.1,C705076862,678393.11,1088933.01,0
141,CASH_IN,55435.83,C949458718,51653,107088.83,C1468517622,65826.53,10390.7,0
95,CASH_OUT,213159.81,C601313377,186298.18,0,C668220465,559403.31,772563.12,0
214,CASH_OUT,36074.03,C1109207297,99772,63697.97,C1913698074,95747.53,131821.56,0
356,CASH_OUT,310436.24,C338224209,96441,0,C593707603,142141.84,452578.08,0
356,CASH_OUT,81340.28,C513298094,232201.14,150860.87,C1929062280,1904054.09,1985394.37,0
206,CASH_IN,60490.43,C1433932703,204397,264887.43,C44411127,0,0,0
309,PAYMENT,7980.91,C902694948,25011,17030.09,M719903282,0,0,0
227,PAYMENT,11371.49,C1148230329,0,0,M556191144,0,0,0
160,CASH_IN,111049.18,C1094566263,23245,134294.18,C1825233372,118207.85,0,0
589,CASH_OUT,24589.98,C1452830923,11831,0,C42406601,470382.81,494972.8,0
131,CASH_OUT,87032.66,C1913861471,0,0,C675749322,245545.62,332578.28,0
358,CASH_OUT,125090.92,C1548143341,0,0,C965574851,239109.86,364200.77,0
130,CASH_OUT,213947.78,C1766884291,13224,0,C1157401684,965820.82,1179768.6,0
228,PAYMENT,54807.3,C825719268,466098.75,411291.45,M433899525,0,0,0
156,CASH_OUT,220911.96,C1750209058,35619,0,C858242934,0,220911.96,0
163,TRANSFER,1307362.32,C102284789,0,0,C1249550418,1660365.2,2967727.53,0
153,TRANSFER,385937.73,C73390559,0,0,C66615665,413608.02,799545.75,0
134,CASH_OUT,364335.89,C1523821673,0,0,C959407685,2866135.09,3230470.98,0
279,CASH_OUT,155821.8,C2113804067,0,0,C1136072350,1052701.95,1208523.75,0
251,CASH_OUT,53788.41,C89432968,0,0,C1495070370,299933.99,353722.4,0
138,CASH_OUT,75924.72,C474841491,0,0,C1263997204,299108.24,375032.97,0
396,CASH_OUT,55563.39,C1820685174,0,0,C1531306497,5402384.99,5457948.38,0
186,CASH_OUT,124888.51,C97283778,0,0,C2026654938,907722.4,1032610.91,0
276,CASH_OUT,111595.05,C2107642439,99910,0,C1431132984,484656.9,596251.94,0
228,DEBIT,962.55,C254455329,30502,29539.45,C1070588005,306629.58,307592.12,0
325,CASH_OUT,206342.99,C1934324552,515,0,C2034702657,7645293.13,7851636.12,0
402,PAYMENT,14581.05,C974908279,312868,298286.95,M1381982502,0,0,0
132,CASH_IN,211068.2,C1189995043,53497,264565.2,C669965600,0,0,0
8,CASH_OUT,50164.1,C753078622,0,0,C1387567249,104739.38,154903.48,0
260,CASH_OUT,240388.59,C2133139704,0,0,C1494097218,1330036.33,1570424.92,0
525,CASH_OUT,88990.53,C1921500271,0,0,C65045849,10081166.98,10170157.51,0
41,PAYMENT,15665.04,C1817359366,48893.73,33228.68,M1944743763,0,0,0
186,CASH_IN,5287.54,C991698955,2528,7815.54,C1595507586,695846.8,690559.26,0
180,CASH_IN,86734.98,C1726487357,1056870.05,1143605.03,C1287782964,580874.1,494139.13,0
134,CASH_OUT,257075.28,C1558994046,53404,0,C895921835,2223763.11,2480838.38,0
257,CASH_IN,359350.11,C509079265,91237,450587.11,C244951946,562803.1,203452.99,0
325,PAYMENT,19382.2,C882502411,13671,0,M11001245,0,0,0
135,CASH_OUT,95752.15,C1673004884,8767,0,C1769102245,38128.32,155802.71,0
215,PAYMENT,9341.59,C1891655746,5081,0,M2092373003,0,0,0
15,CASH_OUT,144736.01,C1895268441,171,0,C1933153294,4260667.33,4423277.12,0
382,PAYMENT,5937.06,C2083534370,21896,15958.94,M751753034,0,0,0
234,CASH_OUT,92329.91,C227327274,0,0,C340014799,733924.08,826253.99,0
18,CASH_OUT,195850.27,C333971368,107,0,C1286736411,78556.16,45617.92,0
231,TRANSFER,5041.01,C1280663738,20525,15483.99,C590385213,0,5041.01,0
278,TRANSFER,20314.46,C1688006650,45352.89,25038.43,C1663464565,237448.52,257762.98,0
333,CASH_IN,88656.51,C914118432,5085,93741.51,C1547845705,5935599.75,5846943.25,0
612,PAYMENT,9941.35,C1916369870,0,0,M1228206114,0,0,0
395,PAYMENT,20702.94,C392850087,70937.31,50234.37,M829785403,0,0,0
250,CASH_OUT,85177.7,C2008945386,8278,0,C744300343,0,85177.7,0
297,PAYMENT,85467.7,C733888803,5013,0,M31603338,0,0,0
207,PAYMENT,5690.59,C1351276661,13,0,M901790778,0,0,0
398,CASH_OUT,31147.68,C1058190721,100191,69043.32,C750281562,35048.26,66195.94,0
656,TRANSFER,127115.72,C584694563,0,0,C1254251449,937697.77,1064813.49,0
40,TRANSFER,285893.59,C7905594,0,0,C271845109,4026837.99,4312731.57,0
183,PAYMENT,41640.85,C355270774,0,0,M475322948,0,0,0
231,CASH_OUT,574452.49,C1895338579,0,0,C996431001,2378776.25,2953228.74,0
235,CASH_OUT,301961.21,C944542884,61737,0,C457724165,263584.68,565545.89,0
299,CASH_OUT,173046.54,C2011003379,0,0,C661830018,1632806.74,1805853.29,0
161,CASH_IN,64035.35,C144140558,4305595.08,4369630.42,C1784968780,187592.04,123556.69,0
10,CASH_OUT,42500.45,C957917731,0,0,C1523483543,985847.85,849547.52,0
275,CASH_IN,210554.07,C388887141,8022,218576.07,C151664937,1624303.26,1413749.19,0
232,CASH_OUT,320257.64,C51596846,0,0,C1591357704,545998.84,866256.48,0
335,CASH_IN,292225.14,C1574570868,5742801.73,6035026.87,C886176340,351647.29,59422.15,0
298,CASH_OUT,426082.79,C524591583,0,0,C1134701218,8706286.46,9132369.25,0
328,CASH_OUT,332361.76,C1243826489,7,0,C2102473649,8554647.54,8887009.3,0
237,PAYMENT,14948.86,C1861921738,7121,0,M1631191523,0,0,0
612,CASH_OUT,76809.56,C1791643328,247573,170763.44,C1754543161,0,76809.56,0
44,PAYMENT,346.61,C67612650,19226,18879.39,M255377776,0,0,0
10,PAYMENT,17648.47,C891707729,693,0,M296897399,0,0,0
322,PAYMENT,7489.99,C449381784,3150,0,M319170928,0,0,0
154,CASH_OUT,14021.09,C952119592,0,0,C1104640353,27501.75,41522.83,0
659,CASH_OUT,207355.7,C1282043079,55476,0,C710089460,205047.42,412403.12,0
226,PAYMENT,3868.46,C595154560,0,0,M749578172,0,0,0
96,CASH_IN,172255.23,C519675497,1858953.5,2031208.72,C275345857,7376374.91,7204119.68,0
323,PAYMENT,15066.06,C1776354960,50397,35330.94,M89678918,0,0,0
202,PAYMENT,19442.46,C1120517055,10061.21,0,M466467453,0,0,0
211,CASH_IN,150686.26,C1160240406,9198433.62,9349119.88,C1092266857,381058.76,230372.5,0
305,CASH_IN,135106.26,C1714053318,1214088.22,1349194.48,C1553613315,3523589.08,3388482.82,0
45,CASH_OUT,144578.36,C558969355,15838,0,C1665608059,796542.37,941120.73,0
12,PAYMENT,11534.59,C637791744,196674,185139.41,M1907409939,0,0,0
45,CASH_IN,158897.56,C1620641031,3810299.99,3969197.55,C1834263944,559210.92,400313.36,0
403,PAYMENT,27789.31,C311884282,834,0,M1798621107,0,0,0
395,CASH_IN,299747.8,C820859582,20231203.14,20530950.94,C1145356811,686271.32,386523.52,0
187,PAYMENT,263.36,C1717484879,0,0,M1935366750,0,0,0
36,CASH_IN,85069.6,C1840767317,10553,95622.6,C1190353828,0,0,0
18,CASH_IN,171914.04,C13296447,758711.63,930625.67,C1430279920,259550,0,0
203,CASH_OUT,57238.34,C146647135,28,0,C594909074,0,57238.34,0
690,PAYMENT,4827.41,C774228635,11008,6180.59,M90391413,0,0,0
525,CASH_OUT,93928.81,C1885926470,11042,0,C968562306,0,93928.81,0
40,CASH_OUT,328374.74,C455856138,299784,0,C1811623486,0,328374.74,0
226,CASH_IN,508436.66,C875122167,11986,520422.66,C158073252,285146.62,0,0
548,CASH_OUT,230722.52,C1836985447,57522.93,0,C1881769014,309722.51,540445.03,0
538,CASH_IN,107530.63,C1212238891,15058,122588.63,C538477938,1805230.79,1697700.16,0
184,CASH_OUT,118959.95,C626385612,0,0,C357907961,443331.63,562291.58,0
228,CASH_IN,131376.2,C998453476,6480023.85,6611400.05,C1187532821,150238.48,18862.28,0
303,CASH_OUT,258486.08,C1996635964,20520,0,C2079830153,0,258486.08,0
612,PAYMENT,11040.15,C1990388734,0,0,M429812087,0,0,0
201,CASH_OUT,129233.61,C1136426095,0,0,C577580138,230962.37,360195.97,0
232,CASH_IN,220921.38,C1940641573,6447710.68,6668632.06,C381318116,1098462.18,877540.81,0
398,CASH_IN,208827.53,C1311689758,86832,295659.53,C853019709,0,0,0
186,PAYMENT,5681.01,C167287040,31467,25785.99,M1917384739,0,0,0
401,PAYMENT,8495.9,C718894155,0,0,M1264734951,0,0,0
164,CASH_OUT,256528.23,C1140784376,0,0,C484546321,3441161.08,3697689.31,0
688,PAYMENT,2784.95,C378270684,208923,206138.05,M1290526884,0,0,0
160,CASH_IN,15853.36,C1853224563,5568398.35,5584251.7,C559154038,335630.81,319777.46,0
351,CASH_IN,32227.72,C1606330350,1378688.3,1410916.02,C835258484,1738155.04,1705927.31,0
283,CASH_OUT,183243.48,C1956463120,0,0,C175177800,253399.01,436642.48,0
38,CASH_IN,298382.76,C2100002443,10826478.69,11124861.45,C41698878,899175.8,600793.04,0
356,CASH_IN,406041.7,C84266440,4770238.24,5176279.95,C2097454867,496905.72,90864.01,0
212,PAYMENT,4384.94,C360691524,8282,3897.06,M2099225329,0,0,0
36,CASH_IN,116183.53,C534650109,1467530.08,1583713.6,C919954952,281699.58,165516.06,0
239,PAYMENT,17881.62,C1037825078,0,0,M1624470097,0,0,0
297,CASH_OUT,47349.7,C1948688971,0,0,C381097797,519975.71,567325.41,0
226,CASH_IN,315410.6,C1029334608,1316308.48,1631719.08,C257411744,4418792.66,4103382.06,0
139,PAYMENT,23951.11,C581480353,50127,26175.89,M40653346,0,0,0
308,PAYMENT,3936.39,C1505750705,26183.59,22247.21,M1546668519,0,0,0
353,PAYMENT,5446.83,C1917767056,0,0,M1508068331,0,0,0
155,CASH_IN,67075.64,C1583853626,5611,72686.64,C215970657,17640,0,0
351,CASH_IN,114196.18,C1424635236,6726150.29,6840346.47,C921946000,748820.11,634623.93,0
327,CASH_IN,88799.18,C1569319409,22478391.78,22567190.96,C1678269421,1849226.68,1760427.5,0
382,TRANSFER,50957.08,C2074327571,97377,46419.92,C1719694269,0,50957.08,0
166,PAYMENT,15322.59,C241054028,15922,599.41,M396054310,0,0,0
17,TRANSFER,1296192.15,C1983688360,859036.4,0,C1822964818,0,1296192.15,0
34,CASH_IN,118211.42,C1769581757,9635125.51,9753336.93,C2018619916,168602.29,50390.87,0
253,CASH_OUT,16943.74,C895357824,0,0,C2055102310,5569295.72,5586239.46,0
398,CASH_OUT,292350.58,C1739668870,216547,0,C1567766754,1148775.24,1441125.82,0
17,CASH_OUT,28432.52,C1479622738,0,0,C490467898,272503.03,300935.55,0
649,CASH_IN,272333.23,C1702288493,4354055.89,4626389.11,C483817115,23314342.93,23042009.7,0
252,PAYMENT,19470.92,C1433979315,134,0,M1987289980,0,0,0
275,CASH_OUT,72042.27,C919533554,30234,0,C1671200608,0,72042.27,0
15,PAYMENT,14519.79,C1589243065,0,0,M1812252582,0,0,0
260,CASH_OUT,33956.73,C1653569244,41126,7169.27,C2117594124,1313926.42,1347883.16,0
229,TRANSFER,915576.99,C398920341,1623,0,C1664450752,3912278.02,4827855,0
158,CASH_OUT,128444.7,C2110859709,0,0,C1666322784,384356.06,512800.76,0
155,PAYMENT,6177.34,C1484382592,0,0,M1921932218,0,0,0
181,CASH_OUT,109.01,C1303752511,6296,6186.99,C1042728741,250199.86,250308.87,0
352,CASH_OUT,132978.88,C1103485189,177859.68,44880.8,C1306090225,5239709.32,5372688.2,0
403,CASH_OUT,29071.49,C604494638,0,0,C2076141850,476591.17,505662.66,0
210,CASH_OUT,360355.61,C11747023,0,0,C1551764244,1806793.27,2167148.88,0
332,PAYMENT,15140.87,C256142779,10726,0,M2136823189,0,0,0
16,TRANSFER,182008.53,C1535990632,0,0,C601635869,827491.51,1009500.04,0
252,TRANSFER,579975.75,C1580754458,0,0,C1253963247,199805.91,779781.66,0
526,PAYMENT,102.18,C1240995155,12854,12751.82,M2129134417,0,0,0
278,PAYMENT,9186.75,C479388500,0,0,M1111865142,0,0,0
370,CASH_IN,217005.06,C1219800618,455079.95,672085.01,C275803123,1423949.9,1206944.84,0
228,CASH_IN,311869.26,C1839020396,80996,392865.26,C406609252,0,0,0
14,CASH_IN,93398.42,C890331591,4124253.38,4217651.81,C1359727608,99860.73,103515.28,0
402,CASH_OUT,263267.02,C136979817,0,0,C1536564528,382885.26,646152.28,0
48,TRANSFER,31713.29,C1443758857,327,0,C337326042,20507,52220.29,0
503,CASH_OUT,163004.28,C1340604648,0,0,C25513932,8523018.72,8686023,0
34,PAYMENT,16024.43,C1021307266,158073,142048.57,M1378896611,0,0,0
690,CASH_OUT,13925.52,C1711768842,307055.5,293129.98,C1725260538,2000349.14,2014274.67,0
547,CASH_IN,63100.68,C304425103,2309854.69,2372955.37,C884275048,1040014.21,976913.53,0
359,DEBIT,24891.79,C45587707,8054,0,C230369905,862435.96,887327.75,0
262,CASH_IN,69901,C1297786957,4782403.17,4852304.17,C1925499541,4660653.97,4590752.97,0
251,CASH_OUT,254059.85,C1660601708,0,0,C127427814,790799.08,1044858.92,0
252,PAYMENT,21853.33,C599754898,1778,0,M1666077098,0,0,0
204,CASH_OUT,336409.04,C257193465,10296,0,C1861772102,1296766.93,1633175.98,0
399,CASH_OUT,301840.85,C1923984624,162847,0,C1548296459,793771.79,1095612.64,0
235,CASH_OUT,72288.4,C19720150,0,0,C5452334,199980.19,272268.59,0
163,CASH_OUT,31786.78,C576940027,0,0,C302737739,423120.87,454907.65,0
401,CASH_OUT,31506.28,C1151511693,0,0,C296562338,2779920.96,2811427.25,0
201,CASH_OUT,62072.94,C98368714,11630,0,C843566003,0,62072.94,0
154,CASH_IN,44241.45,C1310244826,1343650.07,1387891.52,C1502287290,9409824.46,9365583.01,0
277,TRANSFER,1118168.18,C732204963,0,0,C687191476,6809428.42,7927596.6,0
34,CASH_IN,106248.93,C1744679689,3815539.49,3921788.42,C1471729822,1678120.59,1571871.67,0
233,PAYMENT,10020.33,C2101188202,0,0,M1909653060,0,0,0
380,PAYMENT,11004.52,C1794872132,10056.39,0,M1359529792,0,0,0
204,PAYMENT,13382.1,C853224899,105240.35,91858.25,M1767245265,0,0,0
153,CASH_IN,3103.59,C1063810857,3095080.99,3098184.58,C710164355,54773.42,51669.84,0
250,CASH_IN,544470.7,C976653567,637970.36,1182441.06,C1650562969,569646.13,25175.44,0
380,CASH_IN,244309.07,C2060159585,55044,299353.07,C1776557138,4171576.38,3927267.31,0
347,DEBIT,2895.31,C2115065092,17458,14562.69,C656101881,467492.56,470387.87,0
17,CASH_IN,23298.92,C2076003435,100552.33,123851.25,C33718267,2301051,2549435.9,0
17,PAYMENT,25825.8,C1649668590,0,0,M1047065110,0,0,0
188,CASH_OUT,42771.19,C1811542540,0,0,C611272243,1483647.58,1526418.77,0
154,PAYMENT,14052.6,C1155093260,158505.64,144453.04,M972368211,0,0,0
253,CASH_OUT,150755.47,C1803042256,82760,0,C1872981795,0,150755.47,0
230,CASH_OUT,148754.15,C1267565050,167623.14,18868.99,C968432519,3288444.43,3437198.58,0
210,PAYMENT,12128.73,C1394958746,0,0,M1067598113,0,0,0
136,PAYMENT,893.96,C1904437067,0,0,M1662611089,0,0,0
451,CASH_IN,125019.59,C78279948,10875953.11,11000972.7,C1674058143,720444.71,595425.12,0
164,CASH_OUT,64088.64,C2060950670,50390,0,C1617261336,133552,0,0
284,CASH_OUT,30210.98,C1433077019,20929,0,C1498183953,1569008.5,1599219.48,0
227,CASH_OUT,77377.48,C1700939910,0,0,C1748757598,169601.46,246978.95,0
163,TRANSFER,33287.49,C1702291177,11468,0,C318818267,1933621.25,1966908.74,0
617,PAYMENT,15971.75,C1592864138,20462,4490.25,M550184999,0,0,0
162,PAYMENT,5044.07,C1027064271,13180.7,8136.64,M226800154,0,0,0
231,PAYMENT,10476.6,C298868605,1059,0,M802768732,0,0,0
163,CASH_OUT,140073.58,C1432516991,0,0,C2129847084,33234435.11,33205966.08,0
164,PAYMENT,21665.82,C975002251,20388,0,M1064990662,0,0,0
42,CASH_OUT,100931.53,C1557352938,64267.53,0,C1965194079,521965.62,622897.15,0
300,CASH_OUT,444739.32,C839969167,21303,0,C1830756291,548275.96,993015.28,0
694,CASH_IN,213520.46,C754516718,10649,224169.46,C827347558,0,0,0
393,PAYMENT,11465.45,C1491691897,0,0,M1955349322,0,0,0
399,PAYMENT,8823.32,C2045690613,19963,11139.68,M1800838097,0,0,0
370,CASH_IN,62654.79,C318020456,537951.28,600606.07,C561302302,278455.18,215800.39,0
135,CASH_IN,449475.7,C513801947,147124,596599.7,C1272732596,0,0,0
184,CASH_OUT,104412.94,C620866372,0,0,C738925838,496620.78,407493.81,0
402,CASH_OUT,144487.24,C1639918433,0,0,C322308011,8435009.49,8579496.73,0
40,PAYMENT,20134.48,C1047245917,8430,0,M1080372521,0,0,0
637,CASH_IN,184197.29,C672186204,3895019.45,4079216.74,C1331032255,334570.45,150373.16,0
379,PAYMENT,38440.62,C1098556223,51507,13066.38,M1201668759,0,0,0
325,CASH_OUT,99263.13,C315732804,0,0,C2055102310,5777420.44,5876683.57,0
13,CASH_OUT,238453.63,C234818447,11270,0,C1017767725,1924767.74,2049003.74,0
233,CASH_IN,316583.03,C730574581,23554,340137.03,C1348183192,0,0,0
185,PAYMENT,12929.07,C2123001241,125102,112172.93,M44529767,0,0,0
304,CASH_OUT,218789.3,C220665305,0,0,C1488491323,301937.99,520727.3,0
359,PAYMENT,3499.05,C727065351,765,0,M889154449,0,0,0
594,CASH_OUT,259430.25,C925631740,4952,0,C62053136,5088756.87,5348187.12,0
399,PAYMENT,2907.73,C457029118,165542.06,162634.33,M1740109068,0,0,0
250,CASH_OUT,156619.36,C235139168,859,0,C551392896,16884.84,173504.21,0
39,CASH_OUT,71190.35,C2052536345,0,0,C310822477,720464.23,791654.58,0
40,PAYMENT,2756.75,C434994429,0,0,M249703991,0,0,0
81,CASH_OUT,2737766.8,C1419156412,2737766.8,0,C31490801,0,2737766.8,1
353,CASH_OUT,266466.07,C1504587656,51584.67,0,C1175988635,837489.44,1103955.52,0
354,CASH_OUT,194416.98,C674535077,11715,0,C1346240944,112653.9,307070.88,0
163,PAYMENT,7857.65,C1157139053,0,0,M1844163289,0,0,0
565,CASH_OUT,133594.88,C554815443,0,0,C53606238,213715.97,347310.85,0
306,CASH_OUT,49639.39,C886688322,0,0,C1765147880,744310.5,793949.89,0
308,CASH_OUT,175580.14,C357620427,11227,0,C2114864825,87244.77,262824.92,0
179,TRANSFER,779327.16,C1168702389,0,0,C735134439,920175.64,1699502.8,0
18,PAYMENT,4913.18,C1260076067,397380.66,392467.48,M1046712207,0,0,0
202,PAYMENT,36816.44,C421146492,499792.58,462976.13,M1804476661,0,0,0
263,PAYMENT,677.06,C957084022,21025,20347.94,M1183057349,0,0,0
323,CASH_IN,242717.17,C25484704,1881014.47,2123731.65,C871895680,1742608.89,1499891.72,0
15,CASH_IN,103271.37,C52339044,8582602.12,8685873.49,C69075624,6023431.96,6408573.98,0
306,CASH_OUT,282591.9,C676737804,0,0,C903028779,1329619.15,1612211.05,0
357,CASH_IN,80012.91,C1503545316,10834124.6,10914137.51,C471765914,616016.33,536003.42,0
276,CASH_OUT,104228.09,C1823832329,0,0,C1053484140,3849037.67,3953265.76,0
379,CASH_OUT,123892.33,C1302146241,0,0,C221557829,3514150.01,3638042.34,0
395,PAYMENT,24809.47,C214370610,36303,11493.53,M1889519396,0,0,0
236,PAYMENT,215.14,C712950199,99755,99539.86,M1030565109,0,0,0
619,PAYMENT,10159.88,C1779973152,44236,34076.12,M1888029630,0,0,0
10,CASH_OUT,389276.99,C1978306517,0,0,C91463800,2084626.19,2473903.18,0
573,PAYMENT,2539.28,C1415573578,216915.02,214375.74,M1958118731,0,0,0
133,CASH_OUT,3778.94,C334241914,166317,162538.06,C1364882847,646484.13,650263.07,0
349,CASH_IN,160694.88,C2143195428,52057,212751.88,C630538459,1461040.74,1300345.87,0
161,CASH_OUT,23037.5,C768279730,15150,0,C1422244708,2986283.11,3009320.61,0
210,PAYMENT,7580.78,C537536731,0,0,M745844312,0,0,0
322,CASH_OUT,168513.14,C347713134,0,0,C266697724,787576.97,956090.11,0
188,PAYMENT,5190.93,C1547804891,25838,20647.07,M225781596,0,0,0
286,PAYMENT,39136.95,C893430790,5631.63,0,M119587187,0,0,0
355,PAYMENT,3787.36,C505328062,50245,46457.64,M1075109956,0,0,0
324,PAYMENT,11570.37,C373048052,0,0,M618923171,0,0,0
355,PAYMENT,7169.71,C1263187349,12343.67,5173.96,M1739516734,0,0,0
345,CASH_IN,181186.8,C2006407634,3865184.51,4046371.31,C1428319922,782113.14,600926.34,0
403,CASH_OUT,303722.7,C2116183536,30348,0,C1788540288,0,303722.7,0
17,CASH_IN,47913.47,C1221969829,2003350.64,2051264.11,C721726762,706922.79,592005.38,0
401,CASH_OUT,125555.71,C1964613555,0,0,C1761049483,1764315.71,1889871.42,0
307,PAYMENT,3492.15,C1760078984,10795,7302.85,M320892488,0,0,0
185,CASH_OUT,303527.08,C1435108686,0,0,C2016420156,948337.91,1251864.99,0
307,CASH_OUT,13928.93,C1447528399,0,0,C1279647902,124365.04,138293.97,0
375,PAYMENT,3877.22,C1647935169,0,0,M1175597385,0,0,0
681,CASH_OUT,309305.4,C928912923,0,0,C608019674,518746.53,828051.94,0
283,CASH_OUT,80726.52,C1339924422,2598,0,C1518851256,0,80726.52,0
276,PAYMENT,18218.29,C1741197750,243717.71,225499.42,M47449066,0,0,0
180,TRANSFER,395664.28,C1915375963,8076.43,0,C692060775,4989394.13,5385058.41,0
395,PAYMENT,41651.79,C1880234452,0,0,M1653557060,0,0,0
237,PAYMENT,6150.33,C264642203,31494,25343.67,M274447431,0,0,0
21,CASH_OUT,192674.79,C637341330,49395,0,C665339643,1530260.23,1722935.02,0
347,CASH_IN,283537.63,C1883565088,813392,1096929.63,C50750767,2223030.02,1939492.39,0
688,CASH_OUT,31836.12,C2053522796,11237,0,C1155080257,310316.68,342152.8,0
691,CASH_OUT,48920.15,C1588328317,96,0,C1623073020,50569,99489.15,0
182,PAYMENT,10378.08,C858415793,414650,404271.92,M654149874,0,0,0
250,TRANSFER,98251.08,C750561959,0,0,C1265776772,1320365.59,1418616.67,0
132,TRANSFER,655258.57,C1836561181,163184,0,C1341257842,518895.46,1416378.34,0
303,CASH_IN,94407.24,C1696206812,9581,103988.24,C1784466531,1316337.79,1221930.55,0
20,PAYMENT,10794.46,C481145214,137530.7,126736.24,M10376839,0,0,0
590,PAYMENT,24066.48,C1820991841,0,0,M1029613481,0,0,0
202,PAYMENT,1914.55,C1623959486,20934,19019.45,M13064438,0,0,0
185,PAYMENT,8026.84,C1410335359,454415,446388.16,M1813409185,0,0,0
279,CASH_OUT,143226.81,C2089799893,0,0,C1906797318,2984813.46,3128040.28,0
10,PAYMENT,18814.38,C1732895119,0,0,M1964235578,0,0,0
40,CASH_OUT,408492.4,C216106942,42830,0,C645101575,0,408492.4,0
130,TRANSFER,72368.47,C1542482500,0,0,C442147972,358730.52,431098.99,0
371,PAYMENT,4244.62,C369120837,0,0,M347053752,0,0,0
329,PAYMENT,38.28,C1621205821,199879,199840.72,M1295394292,0,0,0
160,CASH_IN,432332.87,C243406289,29631,461963.87,C804465221,451862.23,19529.36,0
302,CASH_IN,136109.66,C1474619904,7182932.23,7319041.89,C1152073522,198565.95,62456.29,0
44,PAYMENT,5202.65,C857518002,0,0,M164618905,0,0,0
12,PAYMENT,34948.18,C1965397974,0,0,M369978348,0,0,0
280,PAYMENT,11035.34,C7527804,1020829.64,1009794.3,M186153031,0,0,0
399,CASH_IN,105617.58,C604625311,4347119.3,4452736.88,C598406316,1469485.99,1363868.41,0
180,CASH_IN,49905.59,C659297338,218,50123.59,C1351158487,120307.7,70402.12,0
